name,id,home,team,pos,defense_ast,defense_ffum,defense_int,defense_sk,defense_tkl,fumbles_lost,fumbles_rcv,fumbles_tot,fumbles_trcv,fumbles_yds,kicking_fga,kicking_fgm,kicking_fgyds,kicking_totpfg,kicking_xpa,kicking_xpb,kicking_xpmade,kicking_xpmissed,kicking_xptot,kickret_avg,kickret_lng,kickret_lngtd,kickret_ret,kickret_tds,passing_att,passing_cmp,passing_ints,passing_tds,passing_twopta,passing_twoptm,passing_yds,punting_avg,punting_i20,punting_lng,punting_pts,punting_yds,puntret_avg,puntret_lng,puntret_lngtd,puntret_ret,puntret_tds,receiving_lng,receiving_lngtd,receiving_rec,receiving_tds,receiving_twopta,receiving_twoptm,receiving_yds,rushing_att,rushing_lng,rushing_lngtd,rushing_tds,rushing_twopta,rushing_twoptm,rushing_yds,year
S.Considine,00-0023537,no,JAC,,6,1,0,1,37,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Scobee,00-0022874,no,JAC,,,,,,,,,,,,26,21,540,63,38,0,38,0,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Podlesh,00-0025488,no,JAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505,25,691,55,2429,,,,,,,,,,,,,,,,,,,,2010
M.Owens,00-0024103,no,JAC,,0,0,0,0,1,0,0,0,1,0,,,,,,,,,,22,22,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Underwood,00-0027156,no,JAC,,,,,,,,,,,,,,,,,,,,,129,175,0,19,0,,,,,,,,,,,,,,,,,,75,0,7,0,0,0,104,,,,,,,,2010
J.Durant,00-0025435,no,JAC,LB,6,0,0,0,42,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Da.Smith,00-0022839,no,JAC,LB,20,1,1,2,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Cox,00-0027047,no,JAC,,8,0,4,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Harvey,00-0026148,no,JAC,,1,0,0,1.5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Morrison,00-0023513,no,JAC,,25,0,0,0,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Knighton,00-0027046,no,JAC,,7,0,1,2.5,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Kampman,00-0021269,no,JAC,,9,0,0,4,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Alualu,00-0027862,no,JAC,DT,9,0,0,2.5,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
W.Middleton,00-0026912,no,JAC,,5,0,1,1.5,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Jones,00-0025532,no,JAC,,2,1,1,0,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Greene,00-0026960,no,JAC,,19,1,1,0,53,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Smith,00-0024298,no,JAC,,3,0,1,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Mathis,00-0022080,no,JAC,,10,1,1,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Orton,00-0023541,no,DEN,,,,,,,4,0,4,0,-1,,,,,,,,,,,,,,,460,269,8,19,1,0,3435,,,,,,,,,,,,,,,,,,21,62,0,0,0,0,94,2010
K.Moreno,00-0026988,no,DEN,,,,,,,2,0,3,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,44,30,3,0,0,310,169,188,7,4,0,0,721,2010
T.Tebow,00-0027876,no,DEN,,,,,,,0,1,1,1,-1,,,,,,,,,,,,,,,82,41,3,5,0,0,654,,,,,,,,,,,,,,,,,,43,90,59,6,0,0,227,2010
C.Buckhalter,00-0020270,no,DEN,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,29,27,2,0,0,231,59,76,7,2,0,0,147,2010
B.Lloyd,00-0022097,no,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545,196,71,10,0,0,1370,1,-18,0,0,0,0,-18,2010
E.Royal,00-0026182,no,DEN,WR,,,,,,2,2,4,2,0,,,,,,,,,,51,54,0,5,0,,,,,,,,,,,,,108,152,0,23,0,258,31,57,3,0,0,615,6,70,0,0,0,0,61,2010
S.Larsen,00-0026323,no,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,3,5,1,0,0,51,3,15,0,0,0,0,18,2010
J.Gaffney,00-0021163,no,DEN,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369,48,62,2,1,0,842,,,,,,,,2010
D.Graham,00-0021154,no,DEN,,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,0,16,0,0,0,142,,,,,,,,2010
D.Gronkowski,00-0027157,no,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,0,8,0,0,0,64,,,,,,,,2010
M.Prater,00-0023853,no,DEN,K,,,,,,0,1,0,1,0,18,16,363,48,27,0,26,1,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Colquitt,00-0026516,no,DEN,P,,,,,,0,0,1,0,-13,,,,,,,,,,,,,,,,,,,,,,549,18,816,77,3500,,,,,,,,,,,,,1,0,0,0,0,0,0,2010
P.Cox,00-0027737,no,DEN,CB,1,2,1,0,50,1,0,1,0,0,,,,,,,,,,107,119,0,9,0,,,,,,,,,,,,,7,7,0,3,0,,,,,,,,,,,,,,,2010
R.Ayers,00-0026994,no,DEN,DE,6,1,0,1,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Haggan,00-0022034,no,DEN,,12,2,0,5,71,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Hunter,00-0023890,no,DEN,,8,1,1,3,45,0,0,0,2,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
N.Jones,00-0022828,no,DEN,,7,0,0,0,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Dawkins,00-0004073,no,DEN,,9,1,1,2,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Vickerson,00-0023648,no,DEN,,8,1,1,2,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Hill,00-0020301,no,DEN,,9,1,2,0,50,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Ja.Williams,00-0017813,no,DEN,,13,0,0,0,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Thomas,00-0025508,no,DEN,,6,0,0,1,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Williams,00-0022780,no,DEN,,24,1,0,5,90,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.McBean,00-0025519,no,DEN,,4,0,0,0,11,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Goodman,00-0021194,no,DEN,,0,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Bailey,00-0000585,no,DEN,,4,0,1,1,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
V.Young,00-0024218,no,TEN,,,,,,,3,1,5,1,-2,,,,,,,,,,,,,,,140,81,3,10,1,0,1090,,,,,,,,,,,,,,,,,,22,77,0,0,0,0,105,2010
J.Ringer,00-0027120,no,TEN,,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,0,7,0,0,0,44,50,152,22,2,0,0,238,2010
C.Johnson,00-0026164,no,TEN,RB,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,15,42,1,1,0,239,295,423,178,11,0,0,1234,2010
C.Stevens,00-0026225,no,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99,8,11,2,0,0,122,,,,,,,,2010
A.Hall,00-0024489,no,TEN,,,,,,,,,,,,,,,,,,,,,10,15,0,2,0,,,,,,,,,,,,,,,,,,52,0,14,0,0,0,81,1,1,0,0,0,0,1,2010
N.Washington,00-0023367,no,TEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,170,37,6,0,0,570,1,-8,0,0,0,0,-8,2010
B.Scaife,00-0023612,no,TEN,,,,,,,1,1,2,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,7,32,4,0,0,267,,,,,,,,2010
M.Griffin,00-0025406,no,TEN,DB,19,2,4,0,80,0,0,0,2,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Bironas,00-0020962,no,TEN,,,,,,,,,,,,23,21,466,63,37,0,37,0,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Kern,00-0025825,no,TEN,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602,22,805,72,3133,,,,,,,,,,,,,1,0,0,0,0,0,0,2010
M.Mariani,00-0027816,no,TEN,WR,,,,,,2,1,3,1,0,,,,,,,,,,351,568,0,57,1,,,,,,,,,,,,,107,161,0,26,0,,,,,,,,,,,,,,,2010
J.Haye,00-0023622,no,TEN,,8,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Marks,00-0027038,no,TEN,DT,6,1,1,0,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Ford,00-0025591,no,TEN,,7,1,0,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Finnegan,00-0024429,no,TEN,,16,0,2,1,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Brown,00-0021490,no,TEN,,8,0,0,3.5,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.McCourty,00-0027136,no,TEN,CB,10,0,2,0,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Hope,00-0021219,no,TEN,,13,1,1,1.5,81,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Ball,00-0022814,no,TEN,,9,0,0,6,17,0,0,0,1,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Jones,00-0026194,no,TEN,DE,5,3,0,3.5,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
V.Fuller,00-0023543,no,TEN,,4,0,1,0,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
W.Witherspoon,00-0021085,no,TEN,,27,1,1,3,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Winborn,00-0020470,no,TEN,,4,0,0,0,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Morgan,00-0027868,no,TEN,OLB,2,0,0,1.5,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Babin,00-0022695,no,TEN,,13,2,0,11.5,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Tulloch,00-0024331,no,TEN,LB,45,0,1,1,105,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Campbell,00-0023460,no,OAK,,,,,,,1,4,7,4,-15,,,,,,,,,,,,,,,310,187,7,13,1,0,2317,,,,,,,,,,,1,0,1,0,0,0,1,46,120,9,1,0,0,221,2010
J.Higgins,00-0025486,no,OAK,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,1,1,0,0,0,0,1,,,,,,56,108,0,17,0,40,0,6,0,0,0,66,,,,,,,,2010
D.McFadden,00-0026144,no,OAK,,,,,,,3,0,4,0,-7,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,269,93,45,3,0,0,491,213,378,117,7,0,0,1143,2010
M.Bennett,00-0020514,no,OAK,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,0,2,0,0,0,9,2,11,0,0,0,0,11,2010
Z.Miller,00-0025425,no,OAK,,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283,86,58,5,0,0,676,,,,,,,,2010
Y.Figurs,00-0025461,no,OAK,,,,,,,0,0,1,0,0,,,,,,,,,,21,25,0,5,0,,,,,,,,,,,,,10,10,0,1,0,11,0,2,0,0,0,17,1,-4,0,0,0,0,-4,2010
R.Cartwright,00-0021357,no,OAK,,0,0,0,0,1,0,1,0,1,0,,,,,,,,,,103,103,0,6,0,,,,,,,,,,,,,,,,,,10,0,1,0,0,0,10,9,12,0,0,0,0,22,2010
D.Heyward-Bey,00-0026983,no,OAK,WR,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,69,26,1,0,0,366,4,48,0,0,0,0,48,2010
B.Myers,00-0027135,no,OAK,TE,,,,,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,45,0,9,0,0,0,52,,,,,,,,2010
L.Murphy,00-0027089,no,OAK,WR,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,12,38,2,0,0,584,1,43,0,0,0,0,43,2010
R.Seymour,00-0020442,no,OAK,,11,0,0,5,34,0,0,0,1,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Brown,00-0023945,no,OAK,,2,1,0,0,7,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Veldheer,00-0027674,no,OAK,T,,,,,,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Reece,00-0026393,no,OAK,FB,,,,,,1,1,1,1,0,,,,,,,,,,7,7,0,1,0,,,,,,,,,,,,,,,,,,231,116,25,3,0,0,333,29,80,1,1,0,0,120,2010
S.Janikowski,00-0019646,no,OAK,K,,,,,,,,,,,40,32,581,96,43,0,43,0,43,,,,,,,,,,,,,33,0,33,1,33,,,,,,,,,,,,,,,,,,,,2010
S.Lechler,00-0019714,no,OAK,P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605,24,835,69,3237,,,,,,,,,,,,,,,,,,,,2010
N.Asomugha,00-0022077,no,OAK,,2,0,0,0,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Huff,00-0024222,no,OAK,,15,2,3,4,64,,,,,,,,,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Alford,00-0025468,no,OAK,,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Shaughnessy,00-0027045,no,OAK,,10,2,0,7,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Kelly,00-0022539,no,OAK,,18,1,0,6.5,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
Q.Groves,00-0026192,no,OAK,,11,0,1,0,24,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Houston,00-0027657,no,OAK,OLB,7,1,0,4,26,0,0,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Wimbley,00-0024228,no,OAK,,10,1,0,9.5,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Mitchell,00-0027023,no,OAK,FS,9,1,0,0,34,0,1,0,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
H.Eugene,00-0024201,no,OAK,,0,0,0,0,4,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Scott,00-0026309,no,OAK,,8,0,0,0.5,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Routt,00-0023473,no,OAK,,5,1,2,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Henderson,00-0021144,no,OAK,,5,0,0,0,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Branch,00-0026240,no,OAK,DB,18,0,2,4,77,0,0,0,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,-4,0,1,0,,,,,,,,,,,,,,,2010
C.Johnson,00-0021949,no,OAK,,1,0,2,0,13,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
T.Howard,00-0024253,no,OAK,,2,1,0,0,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.McClain,00-0027904,no,OAK,,23,0,1,0.5,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Manning,00-0022803,no,NYG,QB,,,,,,4,2,6,2,-4,,,,,,,,,,,,,,,506,319,22,29,0,0,3855,,,,,,,,,,,,,,,,,,30,49,0,0,0,0,48,2010
B.Jacobs,00-0023545,no,NYG,,,,,,,2,0,2,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,0,6,0,0,0,37,142,347,70,9,0,0,813,2010
A.Bradshaw,00-0025637,no,NYG,,,,,,,5,0,6,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,0,45,0,0,0,319,264,314,79,8,1,1,1206,2010
S.Smith,00-0025438,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186,24,48,3,0,0,529,,,,,,,,2010
H.Nicks,00-0027005,no,NYG,,,,,,,,,,,,,,,,,,,,,14,14,0,1,0,,,,,,,,,,,,,,,,,,322,167,73,11,0,0,987,,,,,,,,2010
K.Boss,00-0025540,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,86,33,5,0,0,509,,,,,,,,2010
M.Manningham,00-0026235,no,NYG,,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,506,355,57,9,0,0,920,1,2,0,0,0,0,2,2010
T.Beckum,00-0027070,no,NYG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,1,12,1,0,0,114,,,,,,,,2010
D.Ware,00-0024559,no,NYG,,,,,,,0,0,0,1,0,,,,,,,,,,132,172,0,21,0,,,,,,,,,,,,,,,,,,61,0,7,0,0,0,67,20,27,0,0,0,0,73,2010
J.Tuck,00-0023509,no,NYG,,26,3,0,8,42,0,0,0,5,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
L.Tynes,00-0019778,no,NYG,,,,,,,,,,,,22,18,410,54,41,0,41,0,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Dodge,00-0027815,no,NYG,,,,,,,1,0,1,0,-7,,,,,,,,,,,,,,,,,,,,,,484,20,771,68,3012,,,,,,,,,,,,,1,0,0,0,0,0,0,2010
D.Reynaud,00-0025951,no,NYG,,,,,,,0,0,1,0,0,,,,,,,,,,127,164,0,21,0,,,,,,,,,,,,,45,74,0,23,0,,,,,,,,,,,,,,,2010
T.Thomas,00-0026203,no,NYG,,19,4,5,1,72,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Kiwanuka,00-0024247,no,NYG,,2,1,0,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Webster,00-0023478,no,NYG,,7,0,4,0,40,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Johnson,00-0026824,yes,NYG,,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Phillips,00-0026171,no,NYG,,17,0,1,0,55,0,0,0,3,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
R.Bernard,00-0021261,no,NYG,,2,0,0,2,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Goff,00-0026305,no,NYG,,23,1,0,1,51,0,0,0,1,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Grant,00-0019560,no,NYG,,10,2,3,1,46,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
O.Umenyiora,00-0021977,no,NYG,,13,10,0,13,30,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
B.Cofield,00-0024339,no,NYG,,14,2,0,4,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Pierre-Paul,00-0027867,no,NYG,DE,4,2,0,4.5,17,0,0,0,2,0,,,,,,,,,,12,12,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
K.Bulluck,00-0019648,no,NYG,,10,0,2,0,19,0,0,0,1,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Canty,00-0023566,no,NYG,,10,1,0,1.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
A.Rolle,00-0023443,no,NYG,,11,1,1,0.5,71,0,0,0,2,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Boley,00-0023593,no,NYG,,19,0,0,1,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
M.Moore,00-0025708,no,CAR,QB,,,,,,2,0,4,0,0,,,,,,,,,,,,,,,143,79,10,5,0,0,857,,,,,,,,,,,,,,,,,,5,18,0,0,0,0,25,2010
J.Clausen,00-0027659,no,CAR,,,,,,,2,3,9,3,-28,,,,,,,,,,,,,,,299,157,9,3,0,0,1558,,,,,,,,,,,,,,,,,,23,36,0,0,0,0,57,2010
J.Stewart,00-0026153,no,CAR,RB,,,,,,4,0,4,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,55,8,1,0,0,103,178,240,4,2,0,0,770,2010
J.Baker,00-0019921,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,543,21,761,86,3683,,,,,,,,,,,,,1,0,0,0,0,0,0,2010
D.Williams,00-0024242,no,CAR,RB,,,,,,1,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,0,11,0,0,0,61,87,138,39,1,0,0,361,2010
M.Goodson,00-0027080,no,CAR,,0,0,0,0,1,3,0,3,0,0,,,,,,,,,,276,410,0,47,0,,,,,,,,,,,,,,,,,,153,0,35,0,0,0,279,81,125,45,3,0,0,332,2010
D.Rosario,00-0025542,no,CAR,,,,,,,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159,0,32,0,0,0,264,1,-2,0,0,0,0,-2,2010
B.LaFell,00-0027681,no,CAR,WR,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,,,,,,,257,17,38,1,0,0,468,1,60,0,0,0,0,60,2010
S.Smith,00-0020337,no,CAR,WR,,,,,,2,1,3,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,15,40,0,6,0,254,56,42,2,0,0,508,1,9,0,0,0,0,9,2010
D.Jarrett,00-0025432,no,CAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,0,2,0,0,0,40,,,,,,,,2010
J.Gross,00-0022117,no,CAR,,,,,,,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Jansen,00-0026027,no,CAR,LS,,,,,,1,0,1,0,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
S.Martin,00-0027035,no,CAR,,25,1,1,0,48,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
J.Kasay,00-0009028,no,CAR,,,,,,,,,,,,27,23,444,69,16,0,16,0,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Munnerlyn,00-0026944,no,CAR,CB,4,0,3,0,41,1,1,2,1,0,,,,,,,,,,23,23,0,1,0,,,,,,,,,,,,,170,236,0,27,0,,,,,,,,,,,,,,,2010
J.Pugh,00-0027799,no,CAR,,4,0,1,0,4,,,,,,,,,,,,,,,118,126,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
E.Brown,00-0027019,no,CAR,,5,0,1,2.5,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
C.Godfrey,00-0026207,no,CAR,,12,0,5,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
D.Connor,00-0026214,no,CAR,,14,0,0,1,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2010
